frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
30,633.054,645.2949,618.6498,665.6069,602.12195,693.40967,575.2971,750.1038,506.6823,679.50934,589.2543,660.8581,583.4688,660.42926,571.6575,686.5879,587.02954,328.66187,315.37488,316.19067,320.50366,324.7257,379.10675,380.81042,328.42053,325.20306,305.95404,301.31024,559.89197,560.6646,609.93884,614.13855,618.99994,623.5143,0.9855769,0.9684123,0.96404755,0.79602444,0.6952821,0.96425045,0.9839988,0.89226204,0.9593203,0.9403857,0.9679946,0.7844039,0.83098805,0.053187072,0.07453671,0.0036787093,0.004968047
31,632.6771,644.8933,618.35547,665.30884,602.03467,693.24243,575.21204,749.7267,506.576,679.1743,588.9721,659.9205,582.61536,659.0764,570.4831,685.2395,585.83905,328.43115,315.1662,316.05835,320.25555,324.61658,378.78467,380.56488,328.63184,325.38208,306.10083,301.32104,559.0221,559.7301,610.7187,614.832,619.9504,624.32275,0.9855959,0.9684925,0.9639218,0.798223,0.69457245,0.96493554,0.9842949,0.89416397,0.9600178,0.9411949,0.96834326,0.79047453,0.83585703,0.054814488,0.076670855,0.0037579536,0.0050706267
32,632.5434,644.82007,618.22485,665.2091,601.8457,692.9404,575.02014,749.8009,506.73203,679.2919,588.70355,659.9791,582.7079,659.60864,570.71234,685.90015,585.7663,328.24854,315.02673,315.83112,320.3175,324.48218,379.15643,380.9181,328.48962,325.42725,305.8191,301.07104,559.6974,560.4693,610.4606,614.80853,620.1398,624.9072,0.9856663,0.9686286,0.96409297,0.79761183,0.69485617,0.9648546,0.9841165,0.89401186,0.9595021,0.9411883,0.96809685,0.7892061,0.8342134,0.054801524,0.07637259,0.003771782,0.005073786
33,632.4726,644.7215,618.07544,665.16,601.6531,692.97595,575.043,749.8343,506.5142,679.54425,588.5612,659.86163,582.6534,658.868,570.2648,685.29236,585.7295,328.35144,315.02826,315.93677,320.09778,324.5066,378.974,380.81293,328.70886,325.4649,305.98114,301.13037,559.64636,560.41956,609.8213,614.1786,619.4907,624.21594,0.9856413,0.9686349,0.9640079,0.7977165,0.69389486,0.9647028,0.98402816,0.89354336,0.9592674,0.94103926,0.9679644,0.78697574,0.83235884,0.05433914,0.075692624,0.0037533045,0.005045742
34,631.8774,644.1848,617.5869,664.81195,601.39044,692.58936,574.7743,749.5264,506.0581,679.34106,588.28156,660.6292,583.2215,661.3969,571.3215,688.96356,586.8635,328.46625,315.10016,315.97498,319.9936,324.27173,378.8629,380.59045,328.42755,324.91742,306.07202,301.37524,560.89813,561.7902,610.55316,615.1147,617.65027,622.9978,0.9858639,0.968572,0.96447825,0.7972759,0.69548273,0.96477765,0.9849844,0.89507383,0.962753,0.9427546,0.9705969,0.7896373,0.83839506,0.052380204,0.07512066,0.0035327375,0.0048589706
35,631.573,643.8729,617.39026,664.5167,601.318,692.17194,574.83276,749.5071,505.99832,679.4363,588.1718,660.4289,583.4516,660.7355,571.6521,688.541,586.76086,328.57086,315.31177,316.11536,320.17944,324.27155,378.69714,380.26172,328.37408,324.87927,305.63293,301.47076,559.80334,560.60144,610.7655,615.1217,618.37646,623.603,0.98591006,0.96883225,0.96434736,0.80014235,0.69417804,0.9656371,0.98519784,0.89744836,0.9630817,0.94373375,0.9707616,0.79697764,0.84358615,0.055197716,0.07863277,0.0037149787,0.0050911307
36,631.5934,643.9338,617.4423,664.5714,601.35767,692.1875,574.783,749.6782,505.98425,679.38983,588.40283,660.37665,583.3244,660.7359,571.27094,688.89484,586.49304,328.59863,315.35535,316.0866,320.3006,324.2376,378.82812,380.35498,328.22498,324.8955,305.64026,301.5017,559.71783,560.4663,610.2551,614.4677,617.9806,622.97644,0.9859086,0.96893215,0.9642937,0.8006986,0.6929968,0.965394,0.98503876,0.8970473,0.96273315,0.94368505,0.97059596,0.79437125,0.84123135,0.054383725,0.07736373,0.0036641955,0.00501588
37,632.0793,644.3332,617.7753,664.6842,601.32086,692.2634,574.7304,749.8366,506.28174,680.0834,588.29346,660.7462,583.71796,661.268,572.2608,688.4879,587.22864,328.48962,315.22046,315.98712,320.15833,324.19415,378.73108,380.27747,328.45392,325.0905,305.65802,301.5191,558.96576,559.7988,609.90686,614.29,618.67615,623.90375,0.985888,0.9683885,0.9647791,0.795012,0.70045435,0.96561706,0.9851577,0.89660424,0.9628244,0.94307613,0.9705422,0.7969551,0.84345055,0.056213886,0.07995579,0.0038140118,0.0052143633
38,631.8627,644.08997,617.6029,664.47943,601.27295,692.1273,574.72595,749.53784,506.3819,679.5366,588.356,660.63165,583.6552,661.0219,572.1302,688.253,586.93976,328.5332,315.32025,316.104,320.28595,324.36694,378.7434,380.3794,328.50757,325.31323,305.47516,301.55347,559.2093,560.0692,610.76855,615.2145,619.23914,624.5172,0.9858948,0.9685773,0.9646152,0.7971214,0.69877785,0.9659492,0.9851725,0.89775866,0.96277857,0.9434988,0.97046363,0.7996814,0.8450477,0.05689189,0.08054373,0.0038469434,0.0052440763
39,631.76355,643.8946,617.5254,664.1973,601.2208,692.12885,574.6429,749.2007,505.9551,678.85187,587.6672,660.13116,583.1245,660.067,571.298,686.74255,586.11365,328.5818,315.31213,316.1709,319.99103,324.26215,378.24542,380.13794,328.17236,325.51013,305.40723,301.84106,559.4244,560.2467,612.62335,616.7672,621.11554,625.7274,0.98593366,0.96856546,0.9647464,0.7976559,0.7002403,0.9664488,0.98548734,0.89889157,0.96352184,0.94386876,0.97083217,0.8044251,0.84926593,0.057864994,0.082068264,0.003877312,0.0052956045
